user,x,y,dem,soc,dam,group,connections,x_mean,x_std,y_mean,y_std
72,60.61166683191682,8.542361774643815,39.610451709585924,83.33333333333334,34.57701430328032,1,"[(72, 25), (72, 95), (72, 58), (72, 31), (72, 59), (72, 118), (72, 100), (72, 116), (72, 33), (72, 117), (72, 86), (72, 34), (72, 35), (72, 91), (72, 63), (72, 36), (72, 64), (72, 96), (72, 93), (72, 119), (72, 65), (72, 45), (72, 94), (72, 234), (72, 78), (72, 39), (72, 28), (72, 67), (72, 106), (72, 40), (72, 68), (72, 55), (72, 97), (72, 92), (72, 69), (72, 115), (72, 62), (72, 42), (72, 70), (72, 99), (72, 83), (72, 120), (72, 44), (72, 101), (72, 107), (72, 73), (72, 46), (72, 74), (72, 54), (72, 47), (72, 56), (72, 104), (72, 76), (72, 98), (72, 49), (72, 50), (72, 24), (72, 89), (72, 79), (72, 52), (72, 26), (72, 75), (72, 80), (72, 109), (72, 81), (72, 110), (72, 82), (72, 111), (72, 27), (72, 85), (72, 112), (72, 84), (72, 113), (72, 53), (72, 29)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
73,59.900365384343125,10.192990132178087,51.640921025554675,82.22222222222221,35.04667775826061,1,"[(73, 30), (73, 58), (73, 31), (73, 59), (73, 62), (73, 100), (73, 74), (73, 33), (73, 117), (73, 34), (73, 26), (73, 35), (73, 63), (73, 92), (73, 64), (73, 93), (73, 97), (73, 121), (73, 45), (73, 94), (73, 66), (73, 78), (73, 39), (73, 67), (73, 119), (73, 96), (73, 68), (73, 41), (73, 36), (73, 69), (73, 98), (73, 70), (73, 43), (73, 27), (73, 120), (73, 44), (73, 102), (73, 72), (73, 101), (73, 107), (73, 53), (73, 46), (73, 85), (73, 103), (73, 112), (73, 116), (73, 104), (73, 91), (73, 76), (73, 49), (73, 65), (73, 47), (73, 50), (73, 24), (73, 51), (73, 79), (73, 108), (73, 52), (73, 80), (73, 109), (73, 38), (73, 25), (73, 99), (73, 82), (73, 111), (73, 83), (73, 234), (73, 56), (73, 28), (73, 71), (73, 113), (73, 122), (73, 29), (73, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
74,58.5262071965049,10.981874569226086,68.55601547461276,80.0,34.754040882865496,1,"[(74, 86), (74, 58), (74, 31), (74, 59), (74, 88), (74, 44), (74, 116), (74, 33), (74, 117), (74, 30), (74, 90), (74, 91), (74, 35), (74, 63), (74, 29), (74, 36), (74, 64), (74, 93), (74, 119), (74, 65), (74, 101), (74, 94), (74, 234), (74, 39), (74, 67), (74, 96), (74, 68), (74, 97), (74, 92), (74, 69), (74, 115), (74, 42), (74, 70), (74, 99), (74, 71), (74, 120), (74, 100), (74, 102), (74, 72), (74, 45), (74, 73), (74, 46), (74, 103), (74, 56), (74, 104), (74, 66), (74, 76), (74, 98), (74, 105), (74, 121), (74, 245), (74, 50), (74, 107), (74, 79), (74, 52), (74, 83), (74, 80), (74, 57), (74, 109), (74, 38), (74, 81), (74, 110), (74, 26), (74, 111), (74, 27), (74, 122), (74, 112), (74, 28), (74, 113), (74, 53), (74, 85), (74, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
75,59.47112205318136,3.74921881826695,59.935581891734444,71.11111111111111,31.610170435724157,1,"[(75, 86), (75, 114), (75, 31), (75, 59), (75, 88), (75, 116), (75, 11), (75, 33), (75, 61), (75, 95), (75, 118), (75, 35), (75, 110), (75, 112), (75, 36), (75, 40), (75, 93), (75, 97), (75, 65), (75, 101), (75, 94), (75, 122), (75, 39), (75, 67), (75, 96), (75, 81), (75, 68), (75, 111), (75, 41), (75, 69), (75, 42), (75, 78), (75, 43), (75, 71), (75, 44), (75, 72), (75, 45), (75, 46), (75, 37), (75, 47), (75, 56), (75, 26), (75, 79), (75, 104), (75, 60), (75, 76), (75, 77), (75, 87), (75, 50), (75, 24), (75, 51), (75, 70), (75, 52), (75, 23), (75, 38), (75, 25), (75, 54), (75, 80), (75, 55), (75, 91), (75, 84), (75, 57), (75, 85), (75, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
76,60.17351130832944,6.979849740025806,85.4211806921197,92.22222222222223,33.57668052417762,1,"[(76, 86), (76, 58), (76, 31), (76, 81), (76, 88), (76, 44), (76, 74), (76, 11), (76, 89), (76, 117), (76, 30), (76, 90), (76, 91), (76, 35), (76, 119), (76, 29), (76, 92), (76, 114), (76, 120), (76, 40), (76, 37), (76, 121), (76, 45), (76, 94), (76, 122), (76, 70), (76, 95), (76, 67), (76, 98), (76, 106), (76, 96), (76, 68), (76, 55), (76, 41), (76, 69), (76, 59), (76, 97), (76, 24), (76, 43), (76, 71), (76, 110), (76, 64), (76, 100), (76, 46), (76, 72), (76, 101), (76, 73), (76, 102), (76, 93), (76, 47), (76, 75), (76, 26), (76, 104), (76, 60), (76, 42), (76, 105), (76, 65), (76, 77), (76, 87), (76, 50), (76, 78), (76, 51), (76, 79), (76, 108), (76, 52), (76, 83), (76, 80), (76, 113), (76, 109), (76, 38), (76, 25), (76, 54), (76, 39), (76, 82), (76, 111), (76, 27), (76, 234), (76, 112), (76, 28), (76, 57), (76, 53), (76, 85), (76, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
77,60.82589267695231,1.9325370460694486,38.59559667673352,44.44444444444444,31.379214861510878,1,"[(77, 30), (77, 114), (77, 87), (77, 32), (77, 60), (77, 89), (77, 61), (77, 26), (77, 35), (77, 54), (77, 37), (77, 38), (77, 122), (77, 31), (77, 11), (77, 68), (77, 55), (77, 97), (77, 42), (77, 24), (77, 43), (77, 44), (77, 45), (77, 88), (77, 46), (77, 47), (77, 75), (77, 76), (77, 106), (77, 78), (77, 51), (77, 70), (77, 52), (77, 23), (77, 94), (77, 110), (77, 82), (77, 111), (77, 57), (77, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
78,59.13911099635129,5.430499719148683,30.696732020347618,84.44444444444444,32.28480535774999,1,"[(78, 30), (78, 58), (78, 87), (78, 59), (78, 88), (78, 60), (78, 11), (78, 33), (78, 49), (78, 61), (78, 86), (78, 90), (78, 35), (78, 51), (78, 110), (78, 36), (78, 114), (78, 120), (78, 40), (78, 37), (78, 65), (78, 28), (78, 94), (78, 234), (78, 31), (78, 67), (78, 80), (78, 50), (78, 96), (78, 41), (78, 55), (78, 97), (78, 42), (78, 70), (78, 43), (78, 71), (78, 44), (78, 72), (78, 101), (78, 82), (78, 73), (78, 32), (78, 117), (78, 46), (78, 93), (78, 47), (78, 75), (78, 104), (78, 116), (78, 76), (78, 98), (78, 105), (78, 77), (78, 106), (78, 95), (78, 24), (78, 89), (78, 79), (78, 68), (78, 52), (78, 108), (78, 23), (78, 113), (78, 109), (78, 38), (78, 25), (78, 56), (78, 54), (78, 26), (78, 111), (78, 122), (78, 112), (78, 84), (78, 57), (78, 85), (78, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
79,59.41991056013942,7.6639639480345645,56.441099475584224,94.44444444444444,33.541937254086996,1,"[(79, 43), (79, 30), (79, 114), (79, 31), (79, 97), (79, 115), (79, 88), (79, 44), (79, 116), (79, 33), (79, 105), (79, 61), (79, 86), (79, 90), (79, 35), (79, 91), (79, 110), (79, 92), (79, 58), (79, 64), (79, 96), (79, 93), (79, 119), (79, 65), (79, 45), (79, 37), (79, 94), (79, 234), (79, 87), (79, 28), (79, 67), (79, 50), (79, 40), (79, 81), (79, 68), (79, 111), (79, 41), (79, 36), (79, 69), (79, 59), (79, 80), (79, 70), (79, 99), (79, 27), (79, 120), (79, 100), (79, 46), (79, 72), (79, 101), (79, 73), (79, 102), (79, 74), (79, 47), (79, 75), (79, 104), (79, 84), (79, 76), (79, 98), (79, 49), (79, 121), (79, 106), (79, 95), (79, 78), (79, 51), (79, 63), (79, 89), (79, 23), (79, 113), (79, 109), (79, 38), (79, 25), (79, 54), (79, 39), (79, 82), (79, 55), (79, 42), (79, 85), (79, 66), (79, 56), (79, 108), (79, 71), (79, 57), (79, 53), (79, 29), (79, 52)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
80,60.81291728442744,8.508055111701823,48.53195147671968,88.88888888888889,34.66048619806463,1,"[(80, 30), (80, 114), (80, 93), (80, 59), (80, 118), (80, 88), (80, 44), (80, 116), (80, 33), (80, 105), (80, 117), (80, 34), (80, 91), (80, 35), (80, 51), (80, 54), (80, 36), (80, 64), (80, 37), (80, 63), (80, 65), (80, 94), (80, 66), (80, 39), (80, 31), (80, 67), (80, 119), (80, 50), (80, 40), (80, 68), (80, 111), (80, 97), (80, 92), (80, 69), (80, 115), (80, 98), (80, 70), (80, 99), (80, 27), (80, 120), (80, 100), (80, 46), (80, 72), (80, 101), (80, 82), (80, 73), (80, 102), (80, 74), (80, 41), (80, 56), (80, 104), (80, 24), (80, 76), (80, 42), (80, 49), (80, 121), (80, 106), (80, 78), (80, 89), (80, 79), (80, 52), (80, 108), (80, 75), (80, 23), (80, 53), (80, 38), (80, 81), (80, 110), (80, 26), (80, 55), (80, 85), (80, 234), (80, 112), (80, 109), (80, 28), (80, 71), (80, 113), (80, 122), (80, 29), (80, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
81,60.533560672685034,9.048389798495998,44.437815164711566,93.33333333333333,34.790975235590516,1,"[(81, 108), (81, 30), (81, 114), (81, 75), (81, 31), (81, 59), (81, 89), (81, 62), (81, 88), (81, 44), (81, 116), (81, 27), (81, 33), (81, 49), (81, 117), (81, 86), (81, 34), (81, 118), (81, 35), (81, 119), (81, 36), (81, 58), (81, 64), (81, 96), (81, 93), (81, 63), (81, 65), (81, 101), (81, 38), (81, 234), (81, 95), (81, 67), (81, 40), (81, 99), (81, 68), (81, 55), (81, 97), (81, 92), (81, 69), (81, 115), (81, 98), (81, 70), (81, 43), (81, 71), (81, 120), (81, 100), (81, 46), (81, 72), (81, 45), (81, 107), (81, 102), (81, 91), (81, 41), (81, 47), (81, 112), (81, 104), (81, 84), (81, 76), (81, 42), (81, 105), (81, 121), (81, 106), (81, 24), (81, 51), (81, 79), (81, 39), (81, 52), (81, 122), (81, 80), (81, 109), (81, 94), (81, 25), (81, 54), (81, 26), (81, 111), (81, 23), (81, 29), (81, 66), (81, 56), (81, 28), (81, 74), (81, 57), (81, 53), (81, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
82,61.42697722884464,6.34518656992753,66.34338961036019,86.66666666666667,33.886081899386085,1,"[(82, 39), (82, 58), (82, 31), (82, 59), (82, 32), (82, 60), (82, 89), (82, 105), (82, 61), (82, 86), (82, 34), (82, 118), (82, 91), (82, 92), (82, 114), (82, 120), (82, 40), (82, 37), (82, 65), (82, 101), (82, 38), (82, 66), (82, 95), (82, 28), (82, 11), (82, 96), (82, 41), (82, 111), (82, 97), (82, 69), (82, 30), (82, 98), (82, 33), (82, 70), (82, 43), (82, 71), (82, 64), (82, 100), (82, 46), (82, 72), (82, 45), (82, 73), (82, 53), (82, 102), (82, 93), (82, 47), (82, 56), (82, 104), (82, 116), (82, 76), (82, 42), (82, 49), (82, 77), (82, 50), (82, 78), (82, 51), (82, 79), (82, 68), (82, 108), (82, 52), (82, 80), (82, 113), (82, 109), (82, 94), (82, 25), (82, 117), (82, 110), (82, 26), (82, 55), (82, 23), (82, 29), (82, 122), (82, 112), (82, 84), (82, 57), (82, 24), (82, 85), (82, 90)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
83,60.6272432859318,12.767714004520979,91.37198250660212,74.44444444444444,36.69747864522639,1,"[(83, 30), (83, 58), (83, 31), (83, 115), (83, 62), (83, 100), (83, 116), (83, 27), (83, 33), (83, 117), (83, 86), (83, 258), (83, 91), (83, 35), (83, 119), (83, 36), (83, 114), (83, 120), (83, 96), (83, 93), (83, 63), (83, 121), (83, 94), (83, 66), (83, 39), (83, 67), (83, 40), (83, 97), (83, 92), (83, 69), (83, 59), (83, 41), (83, 99), (83, 71), (83, 64), (83, 44), (83, 72), (83, 101), (83, 73), (83, 102), (83, 242), (83, 74), (83, 112), (83, 48), (83, 76), (83, 42), (83, 49), (83, 65), (83, 245), (83, 103), (83, 50), (83, 95), (83, 107), (83, 52), (83, 23), (83, 57), (83, 109), (83, 25), (83, 43), (83, 26), (83, 85), (83, 56), (83, 28), (83, 113), (83, 53), (83, 29), (83, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
84,60.12967529711777,2.952860613317652,28.078089807486208,54.44444444444444,31.541267955217712,1,"[(84, 86), (84, 114), (84, 87), (84, 81), (84, 88), (84, 60), (84, 33), (84, 61), (84, 30), (84, 118), (84, 35), (84, 110), (84, 36), (84, 37), (84, 82), (84, 122), (84, 95), (84, 11), (84, 106), (84, 68), (84, 55), (84, 41), (84, 42), (84, 70), (84, 44), (84, 72), (84, 45), (84, 51), (84, 32), (84, 46), (84, 47), (84, 75), (84, 104), (84, 116), (84, 28), (84, 78), (84, 89), (84, 79), (84, 39), (84, 52), (84, 23), (84, 38), (84, 25), (84, 54), (84, 26), (84, 111), (84, 112), (84, 24), (84, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
85,60.53784414318994,7.816901209450235,41.17179613521465,92.22222222222223,34.17737267632009,1,"[(85, 43), (85, 30), (85, 58), (85, 31), (85, 97), (85, 59), (85, 62), (85, 100), (85, 116), (85, 11), (85, 33), (85, 61), (85, 86), (85, 90), (85, 91), (85, 93), (85, 35), (85, 119), (85, 36), (85, 114), (85, 120), (85, 96), (85, 37), (85, 63), (85, 121), (85, 45), (85, 82), (85, 122), (85, 78), (85, 87), (85, 25), (85, 67), (85, 50), (85, 40), (85, 68), (85, 41), (85, 92), (85, 69), (85, 115), (85, 98), (85, 70), (85, 99), (85, 83), (85, 64), (85, 44), (85, 46), (85, 72), (85, 101), (85, 73), (85, 102), (85, 74), (85, 47), (85, 75), (85, 26), (85, 104), (85, 76), (85, 49), (85, 65), (85, 77), (85, 28), (85, 24), (85, 51), (85, 79), (85, 52), (85, 23), (85, 113), (85, 109), (85, 38), (85, 81), (85, 56), (85, 110), (85, 80), (85, 55), (85, 27), (85, 89), (85, 112), (85, 234), (85, 84), (85, 71), (85, 57), (85, 53), (85, 29), (85, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
86,59.4845174449895,9.143280403008415,50.16819711095677,91.11111111111111,34.313898923998956,1,"[(86, 25), (86, 30), (86, 114), (86, 112), (86, 31), (86, 115), (86, 62), (86, 88), (86, 44), (86, 116), (86, 110), (86, 89), (86, 117), (86, 90), (86, 118), (86, 35), (86, 63), (86, 29), (86, 92), (86, 58), (86, 64), (86, 40), (86, 93), (86, 119), (86, 65), (86, 45), (86, 94), (86, 122), (86, 78), (86, 95), (86, 28), (86, 50), (86, 96), (86, 68), (86, 41), (86, 36), (86, 69), (86, 59), (86, 98), (86, 33), (86, 70), (86, 43), (86, 71), (86, 100), (86, 102), (86, 72), (86, 101), (86, 51), (86, 46), (86, 74), (86, 82), (86, 75), (86, 91), (86, 76), (86, 42), (86, 105), (86, 121), (86, 47), (86, 106), (86, 24), (86, 107), (86, 79), (86, 108), (86, 52), (86, 83), (86, 23), (86, 113), (86, 53), (86, 38), (86, 81), (86, 54), (86, 39), (86, 26), (86, 55), (86, 27), (86, 234), (86, 56), (86, 84), (86, 57), (86, 109), (86, 85), (86, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
87,60.276707568449716,2.0190855940887635,46.855067938578586,44.44444444444444,31.14789658126924,1,"[(87, 30), (87, 114), (87, 31), (87, 88), (87, 60), (87, 89), (87, 61), (87, 118), (87, 35), (87, 54), (87, 37), (87, 38), (87, 122), (87, 11), (87, 68), (87, 97), (87, 42), (87, 70), (87, 43), (87, 44), (87, 45), (87, 32), (87, 46), (87, 75), (87, 24), (87, 76), (87, 77), (87, 106), (87, 78), (87, 51), (87, 79), (87, 52), (87, 23), (87, 94), (87, 110), (87, 26), (87, 55), (87, 84), (87, 57), (87, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
88,59.41003893288325,5.463567358952471,75.30228792716065,84.44444444444444,32.436803145917864,1,"[(88, 86), (88, 58), (88, 87), (88, 81), (88, 32), (88, 44), (88, 60), (88, 89), (88, 105), (88, 117), (88, 90), (88, 118), (88, 28), (88, 35), (88, 54), (88, 112), (88, 36), (88, 114), (88, 96), (88, 93), (88, 65), (88, 101), (88, 38), (88, 66), (88, 39), (88, 31), (88, 11), (88, 80), (88, 106), (88, 40), (88, 41), (88, 55), (88, 97), (88, 69), (88, 59), (88, 42), (88, 78), (88, 43), (88, 71), (88, 100), (88, 45), (88, 46), (88, 37), (88, 47), (88, 75), (88, 79), (88, 104), (88, 116), (88, 76), (88, 98), (88, 49), (88, 77), (88, 50), (88, 95), (88, 24), (88, 33), (88, 70), (88, 68), (88, 52), (88, 108), (88, 23), (88, 109), (88, 94), (88, 25), (88, 56), (88, 110), (88, 26), (88, 111), (88, 27), (88, 234), (88, 91), (88, 84), (88, 74), (88, 57), (88, 122), (88, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
89,59.75036453470409,3.8829257709626983,39.353255381307,75.55555555555556,31.816645152833395,1,"[(89, 86), (89, 114), (89, 87), (89, 23), (89, 118), (89, 88), (89, 60), (89, 67), (89, 33), (89, 117), (89, 30), (89, 34), (89, 91), (89, 35), (89, 110), (89, 94), (89, 36), (89, 40), (89, 37), (89, 97), (89, 65), (89, 101), (89, 82), (89, 122), (89, 39), (89, 31), (89, 11), (89, 106), (89, 96), (89, 81), (89, 68), (89, 55), (89, 41), (89, 69), (89, 59), (89, 42), (89, 78), (89, 43), (89, 71), (89, 44), (89, 72), (89, 45), (89, 32), (89, 46), (89, 93), (89, 47), (89, 112), (89, 104), (89, 116), (89, 76), (89, 77), (89, 84), (89, 95), (89, 24), (89, 51), (89, 79), (89, 108), (89, 52), (89, 80), (89, 38), (89, 25), (89, 54), (89, 26), (89, 111), (89, 56), (89, 28), (89, 113), (89, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
90,60.00016553850787,10.789542863727952,42.63493437299867,86.66666666666667,35.39485420111791,1,"[(90, 30), (90, 114), (90, 31), (90, 115), (90, 88), (90, 44), (90, 116), (90, 33), (90, 105), (90, 80), (90, 86), (90, 38), (90, 34), (90, 62), (90, 91), (90, 110), (90, 29), (90, 36), (90, 58), (90, 64), (90, 40), (90, 93), (90, 63), (90, 65), (90, 101), (90, 26), (90, 66), (90, 39), (90, 67), (90, 119), (90, 96), (90, 68), (90, 97), (90, 59), (90, 41), (90, 70), (90, 43), (90, 71), (90, 120), (90, 100), (90, 46), (90, 45), (90, 73), (90, 102), (90, 74), (90, 103), (90, 112), (90, 104), (90, 76), (90, 98), (90, 49), (90, 121), (90, 245), (90, 35), (90, 50), (90, 95), (90, 78), (90, 79), (90, 52), (90, 108), (90, 23), (90, 57), (90, 109), (90, 94), (90, 25), (90, 117), (90, 99), (90, 82), (90, 111), (90, 42), (90, 27), (90, 122), (90, 56), (90, 234), (90, 28), (90, 113), (90, 53), (90, 85)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
91,60.25283549237661,8.846862726648936,97.91461229506349,91.11111111111111,34.54984910951278,1,"[(91, 25), (91, 30), (91, 114), (91, 31), (91, 59), (91, 62), (91, 88), (91, 116), (91, 33), (91, 49), (91, 117), (91, 86), (91, 90), (91, 118), (91, 93), (91, 35), (91, 119), (91, 36), (91, 58), (91, 120), (91, 96), (91, 37), (91, 121), (91, 101), (91, 38), (91, 66), (91, 39), (91, 67), (91, 106), (91, 40), (91, 99), (91, 68), (91, 55), (91, 97), (91, 92), (91, 69), (91, 115), (91, 98), (91, 70), (91, 43), (91, 27), (91, 64), (91, 44), (91, 102), (91, 72), (91, 45), (91, 51), (91, 73), (91, 46), (91, 85), (91, 41), (91, 82), (91, 75), (91, 109), (91, 104), (91, 24), (91, 76), (91, 42), (91, 105), (91, 50), (91, 54), (91, 107), (91, 79), (91, 52), (91, 108), (91, 80), (91, 53), (91, 94), (91, 81), (91, 110), (91, 26), (91, 111), (91, 83), (91, 89), (91, 112), (91, 74), (91, 28), (91, 71), (91, 113), (91, 122), (91, 29), (91, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
92,60.456477576445515,10.70293549502597,46.31540479116731,81.11111111111111,35.579706535735745,1,"[(92, 25), (92, 86), (92, 58), (92, 31), (92, 59), (92, 100), (92, 116), (92, 33), (92, 49), (92, 117), (92, 30), (92, 34), (92, 62), (92, 35), (92, 119), (92, 36), (92, 114), (92, 120), (92, 96), (92, 63), (92, 97), (92, 38), (92, 122), (92, 95), (92, 80), (92, 40), (92, 99), (92, 68), (92, 41), (92, 69), (92, 98), (92, 70), (92, 43), (92, 71), (92, 64), (92, 44), (92, 72), (92, 101), (92, 82), (92, 73), (92, 46), (92, 85), (92, 103), (92, 112), (92, 104), (92, 76), (92, 42), (92, 105), (92, 121), (92, 50), (92, 24), (92, 107), (92, 79), (92, 39), (92, 52), (92, 83), (92, 23), (92, 109), (92, 94), (92, 81), (92, 110), (92, 26), (92, 111), (92, 27), (92, 66), (92, 91), (92, 234), (92, 28), (92, 74), (92, 113), (92, 53), (92, 29), (92, 258)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
93,58.66212800428106,9.525396436661303,71.96349720581006,88.88888888888889,34.09376222047118,1,"[(93, 43), (93, 86), (93, 114), (93, 31), (93, 59), (93, 62), (93, 88), (93, 100), (93, 116), (93, 33), (93, 105), (93, 117), (93, 82), (93, 90), (93, 118), (93, 35), (93, 63), (93, 36), (93, 58), (93, 120), (93, 40), (93, 119), (93, 65), (93, 101), (93, 38), (93, 66), (93, 78), (93, 95), (93, 67), (93, 83), (93, 81), (93, 68), (93, 111), (93, 97), (93, 69), (93, 115), (93, 98), (93, 70), (93, 99), (93, 71), (93, 64), (93, 44), (93, 102), (93, 72), (93, 45), (93, 107), (93, 73), (93, 46), (93, 74), (93, 47), (93, 112), (93, 104), (93, 91), (93, 76), (93, 42), (93, 49), (93, 121), (93, 50), (93, 24), (93, 89), (93, 79), (93, 52), (93, 108), (93, 75), (93, 80), (93, 53), (93, 94), (93, 25), (93, 54), (93, 39), (93, 26), (93, 55), (93, 27), (93, 85), (93, 234), (93, 56), (93, 57), (93, 122), (93, 29), (93, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
94,60.31011312364903,8.01225922070558,38.072986425572616,100.0,34.16118617217731,1,"[(94, 39), (94, 58), (94, 59), (94, 61), (94, 63), (94, 64), (94, 40), (94, 65), (94, 66), (94, 11), (94, 68), (94, 69), (94, 41), (94, 70), (94, 71), (94, 72), (94, 73), (94, 74), (94, 75), (94, 76), (94, 42), (94, 77), (94, 24), (94, 79), (94, 23), (94, 81), (94, 43), (94, 80), (94, 27), (94, 28), (94, 29), (94, 30), (94, 87), (94, 25), (94, 88), (94, 100), (94, 89), (94, 34), (94, 91), (94, 36), (94, 93), (94, 45), (94, 38), (94, 95), (94, 96), (94, 97), (94, 98), (94, 99), (94, 83), (94, 44), (94, 46), (94, 101), (94, 102), (94, 47), (94, 104), (94, 49), (94, 50), (94, 51), (94, 108), (94, 53), (94, 110), (94, 55), (94, 56), (94, 57), (94, 114), (94, 115), (94, 116), (94, 67), (94, 105), (94, 117), (94, 86), (94, 119), (94, 120), (94, 121), (94, 122), (94, 106), (94, 33), (94, 52), (94, 109), (94, 90), (94, 26), (94, 54), (94, 78), (94, 111), (94, 92), (94, 82), (94, 37), (94, 112), (94, 35), (94, 113)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
95,58.97500886511486,8.740004780012969,32.42195579569167,88.88888888888889,33.85750682256391,1,"[(95, 43), (95, 86), (95, 114), (95, 115), (95, 62), (95, 88), (95, 100), (95, 116), (95, 89), (95, 105), (95, 117), (95, 30), (95, 90), (95, 118), (95, 35), (95, 110), (95, 112), (95, 92), (95, 64), (95, 96), (95, 93), (95, 63), (95, 121), (95, 28), (95, 37), (95, 94), (95, 122), (95, 78), (95, 39), (95, 67), (95, 40), (95, 68), (95, 97), (95, 36), (95, 69), (95, 59), (95, 41), (95, 33), (95, 70), (95, 99), (95, 71), (95, 120), (95, 44), (95, 46), (95, 72), (95, 101), (95, 51), (95, 102), (95, 234), (95, 47), (95, 75), (95, 45), (95, 104), (95, 76), (95, 98), (95, 49), (95, 65), (95, 106), (95, 24), (95, 107), (95, 79), (95, 108), (95, 52), (95, 23), (95, 113), (95, 109), (95, 38), (95, 81), (95, 56), (95, 54), (95, 82), (95, 111), (95, 42), (95, 83), (95, 66), (95, 25), (95, 84), (95, 57), (95, 29), (95, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
96,61.15040776730406,9.20170408595719,52.02180485497103,87.77777777777777,35.176055926630625,1,"[(96, 86), (96, 58), (96, 31), (96, 59), (96, 118), (96, 88), (96, 44), (96, 33), (96, 105), (96, 117), (96, 30), (96, 90), (96, 91), (96, 35), (96, 63), (96, 112), (96, 36), (96, 114), (96, 64), (96, 65), (96, 94), (96, 66), (96, 70), (96, 95), (96, 67), (96, 50), (96, 40), (96, 68), (96, 55), (96, 41), (96, 92), (96, 69), (96, 115), (96, 62), (96, 98), (96, 24), (96, 43), (96, 71), (96, 120), (96, 100), (96, 46), (96, 72), (96, 45), (96, 73), (96, 102), (96, 74), (96, 54), (96, 47), (96, 258), (96, 75), (96, 104), (96, 76), (96, 42), (96, 49), (96, 121), (96, 106), (96, 78), (96, 89), (96, 79), (96, 52), (96, 108), (96, 83), (96, 113), (96, 53), (96, 38), (96, 81), (96, 110), (96, 82), (96, 111), (96, 27), (96, 85), (96, 234), (96, 56), (96, 109), (96, 28), (96, 57), (96, 122), (96, 29), (96, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
97,60.0314897082572,6.918185519014845,20.455882237922545,92.22222222222223,33.47483761363602,1,"[(97, 25), (97, 30), (97, 58), (97, 87), (97, 59), (97, 89), (97, 88), (97, 100), (97, 116), (97, 33), (97, 49), (97, 117), (97, 90), (97, 118), (97, 35), (97, 119), (97, 112), (97, 36), (97, 114), (97, 120), (97, 40), (97, 93), (97, 65), (97, 45), (97, 94), (97, 66), (97, 60), (97, 95), (97, 67), (97, 83), (97, 111), (97, 41), (97, 92), (97, 69), (97, 42), (97, 24), (97, 43), (97, 71), (97, 64), (97, 44), (97, 46), (97, 72), (97, 101), (97, 73), (97, 32), (97, 102), (97, 74), (97, 54), (97, 47), (97, 75), (97, 26), (97, 79), (97, 104), (97, 91), (97, 76), (97, 37), (97, 105), (97, 77), (97, 106), (97, 78), (97, 51), (97, 70), (97, 108), (97, 52), (97, 122), (97, 80), (97, 57), (97, 53), (97, 81), (97, 61), (97, 110), (97, 82), (97, 55), (97, 23), (97, 27), (97, 85), (97, 234), (97, 56), (97, 28), (97, 113), (97, 109), (97, 29), (97, 34)]",60.334573428300175,0.683862005607962,8.55933876047108,3.42078828382365
